conf,matched_queries,title,citation_count,code_url,pdf_url,authors,abstract
TIP2022,,Attention-Driven Graph Neural Network for Deep Face Super-Resolution.,,,,"Meijuan Yang,Licheng Jiao,Fang Liu,Biao Hou,Shuyuan Yang,Yake Zhang,Jianlong Wang",
TIP2021,,"Erratum to ""Multi-View Face Synthesis via Progressive Face Flow"".",,,,"Wenya Guo,Ying Zhang,Jufeng Yang,Xiaojie Yuan",
TIP2021,,Learning Dynamic Relationships for Facial Expression Recognition Based on Graph Convolutional Network.,,,,"Qingwu Li,Jinxin Xu,Jiayu Wang,Yuefeng Jing,Xiaolin Wang",
TIP2021,,3D-Guided Face Manipulation of 2D Images for the Prediction of Post-Operative Outcome After Cranio-Maxillofacial Surgery.,,,,"Guannan Dong,Chi-Man Pun,Zheng Zhang",
TIP2021,,Stimuli-Aware Visual Emotion Analysis.,,,,"Zenglin Shi,Yunlu Chen,Efstratios Gavves,Pascal Mettes,Cees G. M. Snoek",
TIP2021,,AAN-Face: Attention Augmented Networks for Face Recognition.,,,,"Harshala Gammulle,Simon Denman,Sridha Sridharan,Clinton Fookes",
TIP2021,,AGRNet: Adaptive Graph Representation Learning and Reasoning for Face Parsing.,,,,"Zhixiong Nan,Jingjing Jiang,Xiaofeng Gao,Sanping Zhou,Weiliang Zuo,Ping Wei,Nanning Zheng",
TIP2021,,F³A-GAN: Facial Flow for Face Animation With Generative Adversarial Networks.,,,,"Lin Zhang,Anqi Zhu,Shiyu Zhao,Yicong Zhou",
TIP2021,,SOLVER: Scene-Object Interrelated Visual Emotion Reasoning Network.,,,,"Hongyan Zhang,Hongyu Chen,Guangyi Yang,Liangpei Zhang",
TIP2021,,DotFAN: A Domain-Transferred Face Augmentation Net.,,,,"Xianfa Xu,Zhe Chen,Fuliang Yin",
TIP2021,,Controllable Sketch-to-Image Translation for Robust Face Synthesis.,,,,"Xiao Dong,Zhonggui Chen,Yong-Jin Liu,Junfeng Yao,Xiaohu Guo",
conf,matched_queries,title,citation_count,code_url,pdf_url,authors,abstract
TAFFC2019,,IEEE Transactions on Affective Computing-On Novelty and Valence.,,,,Björn W. Schuller,
TAFFC2019,,IEEE Transactions on Affective Computing-Entering the 10th Year of Publication.,,,,Elisabeth André,
TAFFC2019,,AM-FED+: An Extended Dataset of Naturalistic Facial Expressions Collected in Everyday Settings.,,,,"Daniel McDuff,May Amr,Rana El Kaliouby",
TAFFC2019,,"AffectNet: A Database for Facial Expression, Valence, and Arousal Computing in the Wild.",,,,"Ali Mollahosseini,Behzad Hassani,Mohammad H. Mahoor",
TAFFC2019,,Discriminative Spatiotemporal Local Binary Pattern with Revisited Integral Projection for Spontaneous Facial Micro-Expression Recognition.,,,,"Xiaohua Huang,Sujing Wang,Xin Liu,Guoying Zhao,Xiaoyi Feng,Matti Pietikäinen",
TAFFC2019,,Audio-Visual Emotion Recognition in Video Clips.,,,,"Fatemeh Noroozi,Marina Marjanovic,Angelina Njegus,Sergio Escalera,Gholamreza Anbarjafari",
TAFFC2019,,Cross-Corpus Acoustic Emotion Recognition with Multi-Task Learning: Seeking Common Ground While Preserving Differences.,,,,"Biqiao Zhang,Emily Mower Provost,Georg Essl",
TAFFC2019,,Probabilistic Multigraph Modeling for Improving the Quality of Crowdsourced Affective Data.,,,,"Jianbo Ye,Jia Li,Michelle G. Newman,Reginald B. Adams Jr.,James Z. Wang",
TAFFC2019,,Studying the Scope of Negation for Spanish Sentiment Analysis on Twitter.,,,,"Salud M. Jiménez Zafra,María Teresa Martín Valdivia,Eugenio Martínez-Cámara,Luis Alfonso Ureña López",
TAFFC2019,,An Adaptive Bayesian Source Separation Method for Intensity Estimation of Facial AUs.,,,,"Mohammad Reza Mohammadi,Emad Fatemizadeh,Mohammad H. Mahoor",
TAFFC2019,,Content-Based Video Emotion Tagging Augmented by Users' Multiple Physiological Responses.,,,,"Shangfei Wang,Shiyu Chen,Qiang Ji",
TAFFC2019,,Dynamic Pose-Robust Facial Expression Recognition by Multi-View Pairwise Conditional Random Forests.,,,,"Arnaud Dapogny,Kevin Bailly,Séverine Dubuisson",
TAFFC2019,,"Exploring User Experience with Image Schemas, Sentiments, and Semantics.",,,,"Rossitza Setchi,Obokhai Kess Asikhia",
TAFFC2019,,ISLA: Temporal Segmentation and Labeling for Audio-Visual Emotion Recognition.,,,,"Yelin Kim,Emily Mower Provost",
TAFFC2019,,Modelling Affect for Horror Soundscapes.,,,,"Phil Lopes,Antonios Liapis,Georgios N. Yannakakis",
TAFFC2019,,Multi-Objective Based Spatio-Temporal Feature Representation Learning Robust to Expression Intensity Variations for Facial Expression Recognition.,,,,"Dae Hoe Kim,Wissam J. Baddar,Jinhyeok Jang,Yong Man Ro",
TAFFC2020,,Transactions on Affective Computing - Celebrating the 10th Year of Publication.,,,,Elisabeth André,
TAFFC2019,,Transfer Linear Subspace Learning for Cross-Corpus Speech Emotion Recognition.,,,,Peng Song,
TAFFC2020,,Dimensional Affect Recognition from HRV: An Approach Based on Supervised SOM and ELM.,,,,"Leandro A Bugnon,Rafael A. Calvo,Diego H. Milone",
TAFFC2020,,Affective Recognition in Dynamic and Interactive Virtual Environments.,,,,"Mohammadhossein Moghimi,Robert Stone,Pia Rotshtein",
TAFFC2019,,Multi-Velocity Neural Networks for Facial Expression Recognition in Videos.,,,,"Otkrist Gupta,Dan Raviv,Ramesh Raskar",
TAFFC2019,,Copula Ordinal Regression Framework for Joint Estimation of Facial Action Unit Intensity.,,,,"Robert Walecki,Ognjen Rudovic,Vladimir Pavlovic,Maja Pantic",
TAFFC2020,,"Continuous, Real-Time Emotion Annotation: A Novel Joystick-Based Analysis Framework.",,,,"Karan Sharma,Claudio Castellini,Freek Stulp,Egon L. van den Broek",
TAFFC2020,,Automatic ECG-Based Emotion Recognition in Music Listening.,,,,"Yu-Liang Hsu,Jeen-Shing Wang,Wei-Chun Chiang,Chien-Han Hung",
TAFFC2019,,Automatic Analysis of Facial Actions: A Survey.,,,,"Brais Martínez,Michel F. Valstar,Bihan Jiang,Maja Pantic",
TAFFC2019,,Capturing Feature and Label Relations Simultaneously for Multiple Facial Action Unit Recognition.,,,,"Shangfei Wang,Shan Wu,Guozhu Peng,Qiang Ji",
TAFFC2020,,"Personalised, Multi-Modal, Affective State Detection for Hybrid Brain-Computer Music Interfacing.",,,,"Ian Daly,Duncan Williams,Asad Malik,James Weaver,Alexis Kirke,Faustina Hwang,Eduardo Reck Miranda,Slawomir J. Nasuto",
TAFFC2019,,Emotion Classification Using Segmentation of Vowel-Like and Non-Vowel-Like Regions.,,,,"Suman Deb,Samarendra Dandapat",
TAFFC2020,,Facial Expression Recognition with Neighborhood-Aware Edge Directional Pattern (NEDP).,,,,"Md. Tauhid Bin Iqbal,Mohammad Abdullah-Al-Wadud,Byungyong Ryu,Farkhod Makhmudkhujaev,Oksam Chae",
TAFFC2020,,Automatic Estimation of Taste Liking Through Facial Expression Dynamics.,,,,"Hamdi Dibeklioglu,Theo Gevers",
TAFFC2019,,Identifying Stable Patterns over Time for Emotion Recognition from EEG.,,,,"Wei-Long Zheng,Jia-Yi Zhu,Bao-Liang Lu",
TAFFC2020,,Idiom-Based Features in Sentiment Analysis: Cutting the Gordian Knot.,,,,"Irena Spasic,Lowri Williams,Andreas Buerki",
TAFFC2020,,Deep Physiological Affect Network for the Recognition of Human Emotions.,,,,"Byung Hyung Kim,Sungho Jo",
TAFFC2019,,A Model for an Affective Non-Expensive Utility-Based Decision Agent.,,,,"Pablo Gómez Esteban,David Ríos Insua",
TAFFC2020,,Emotion Recognition Based on High-Resolution EEG Recordings and Reconstructed Brain Sources.,,,,"Hanna Becker,Julien Fleureau,Philippe Guillotel,Fabrice Wendling,Isabelle Merlet,Laurent Albera",
TAFFC2019,,Magnifying Subtle Facial Motions for Effective 4D Expression Recognition.,,,,"Qingkai Zhen,Di Huang,Hassen Drira,Boulbaba Ben Amor,Yunhong Wang,Mohamed Daoudi",
TAFFC2019,,Listen to Your Face: Inferring Facial Action Units from Audio Channel.,,,,"Zibo Meng,Shizhong Han,Yan Tong",
TAFFC2020,,Singing Robots: How Embodiment Affects Emotional Responses to Non-Linguistic Utterances.,,,,"Hannah Wolfe,Marko Peljhan,Yon Visell",
TAFFC2020,,Emotion Recognition in Simulated Social Interactions.,,,,"Christian Mumenthaler,David Sander,Antony S. R. Manstead",
TAFFC2020,,Context Sensitivity of EEG-Based Workload Classification Under Different Affective Valence.,,,,"Sebastian Grissmann,Martin Spüler,Josef Faller,Tanja Krumpe,Thorsten O. Zander,Augustin Kelava,Christian Scharinger,Peter Gerjets",
TAFFC2020,,Intensional Learning to Efficiently Build Up Automatically Annotated Emotion Corpora.,,,,"Lea Canales,Carlo Strapparava,Ester Boldrini,Patricio Martínez-Barco",
TAFFC2020,,Co-Clustering to Reveal Salient Facial Features for Expression Recognition.,,,,"Sheheryar Khan,Lijiang Chen,Hong Yan",
TAFFC2020,,Feature Selection Based Transfer Subspace Learning for Speech Emotion Recognition.,,,,"Peng Song,Wenming Zheng",
TAFFC2020,,Detecting Unipolar and Bipolar Depressive Disorders from Elicited Speech Responses Using Latent Affective Structure Model.,,,,"Kun-Yi Huang,Chung-Hsien Wu,Ming-Hsiang Su,Yu-Ting Kuo",
TAFFC2020,,Unsupervised Adaptation of a Person-Specific Manifold of Facial Expressions.,,,,"Raphaël Weber,Vincent Barrielle,Catherine Soladié,Renaud Séguier",
TAFFC2020,,Emotion Recognition on Twitter: Comparative Study and Training a Unison Model.,,,,"Niko Colneric,Janez Demsar",
TAFFC2020,,Pipelined Neural Networks for Phrase-Level Sentiment Intensity Prediction.,,,,"Liang-Chih Yu,Jin Wang,K. Robert Lai,Xuejie Zhang",
TAFFC2020,,Classifying Affective Haptic Stimuli through Gender-Specific Heart Rate Variability Nonlinear Analysis.,,,,"Mimma Nardelli,Alberto Greco,Matteo Bianchi,Enzo Pasquale Scilingo,Gaetano Valenza",
TAFFC2020,,Unobtrusive Inference of Affective States in Virtual Rehabilitation from Upper Limb Motions: A Feasibility Study.,,,,"Jesús Joel Rivas,Felipe Orihuela-Espina,Lorena Palafox,Nadia Bianchi-Berthouze,Maria del Carmen Lara,Jorge Hernández-Franco,Luis Enrique Sucar",
TAFFC2020,,Realistic Transformation of Facial and Vocal Smiles in Real-Time Audiovisual Streams.,,,,"Pablo Arias,Catherine Soladié,Oussema Bouafif,Axel Roebel,Renaud Séguier,Jean-Julien Aucouturier",
TAFFC2020,,EEG Emotion Recognition Using Dynamical Graph Convolutional Neural Networks.,,,,"Tengfei Song,Wenming Zheng,Peng Song,Zhen Cui",
TAFFC2020,,Visually Interpretable Representation Learning for Depression Recognition from Facial Images.,,,,"Xiuzhuang Zhou,Kai Jin,Yuanyuan Shang,Guodong Guo",
TAFFC2020,,Computational Analyses of Thin-Sliced Behavior Segments in Session-Level Affect Perception.,,,,"Wei-Cheng Lin,Chi-Chun Lee",
TAFFC2020,,Physiological Detection of Affective States in Children with Autism Spectrum Disorder.,,,,"Sarah Sarabadani,Larissa C. Schudlo,Ali-Akbar Samadani,Azadeh Kushki",
TAFFC2020,,Segment-Based Methods for Facial Attribute Detection from Partial Faces.,,,,"Upal Mahbub,Sayantan Sarkar,Rama Chellappa",
TAFFC2020,,Novel Audio Features for Music Emotion Recognition.,,,,"Renato Panda,Ricardo Malheiro,Rui Pedro Paiva",
TAFFC2020,,Exploring Domain Knowledge for Facial Expression-Assisted Action Unit Activation Recognition.,,,,"Shangfei Wang,Guozhu Peng,Qiang Ji",
TAFFC2020,,An Investigation of Partition-Based and Phonetically-Aware Acoustic Features for Continuous Emotion Prediction from Speech.,,,,"Zhaocheng Huang,Julien Epps",
TAFFC2020,,Look! It's Moving! Is It Alive? How Movement Affects Humans' Affinity Living and Non-Living Entities.,,,,"Oliver Olsen Wolf,Geraint A. Wiggins",
TAFFC2020,,Automatic Recognition of Children Engagement from Facial Video Using Convolutional Neural Networks.,,,,"Woo-han Yun,Dongjin Lee,Chankyu Park,Jaehong Kim,Junmo Kim",
TAFFC2020,,A Mutual Information Based Adaptive Windowing of Informative EEG for Emotion Recognition.,,,,"Laura Piho,Tardi Tjahjadi",
TAFFC2020,,HED-ID: An Affective Adaptation Model Explaining the Intensity-Duration Relationship of Emotion.,,,,"John Eric Steephen,Siva C. Obbineni,Sneha Kummetha,Raju S. Bapi",
conf,matched_queries,title,citation_count,code_url,pdf_url,authors,abstract
IJCV2019,,Facial Landmark Detection: A Literature Survey.,,,,"Yue Wu,Qiang Ji",
IJCV2019,,Deep Appearance Models: A Deep Boltzmann Machine Approach for Face Modeling.,,,,"Chi Nhan Duong,Khoa Luu,Kha Gia Quach,Tien D. Bui",
IJCV2019,,Editorial: Special Issue on Deep Learning for Face Analysis.,,,,"Chen Change Loy,Xiaoming Liu,Tae-Kyun Kim,Fernando De la Torre,Rama Chellappa",
IJCV2019,,Single-Shot Scale-Aware Network for Real-Time Face Detection.,,,,"Shifeng Zhang,Longyin Wen,Hailin Shi,Zhen Lei,Siwei Lyu,Stan Z. Li",
IJCV2019,,Hierarchical Attention for Part-Aware Face Detection.,,,,"Shuzhe Wu,Meina Kan,Shiguang Shan,Xilin Chen",
IJCV2020,,ARBEE: Towards Automated Recognition of Bodily Expression of Emotion in the Wild.,,,,"Yu Luo,Jianbo Ye,Reginald B. Adams Jr.,Jia Li,Michelle G. Newman,James Z. Wang",
IJCV2019,,The Menpo Benchmark for Multi-pose 2D and 3D Facial Landmark Localisation and Tracking.,,,,"Jiankang Deng,Anastasios Roussos,Grigorios Chrysos,Evangelos Ververas,Irene Kotsia,Jie Shen,Stefanos Zafeiriou",
IJCV2019,,Face Mask Extraction in Video Sequence.,,,,"Yujiang Wang,Bingnan Luo,Jie Shen,Maja Pantic",
IJCV2019,,Face-Specific Data Augmentation for Unconstrained Face Recognition.,,,,"Iacopo Masi,Anh Tuan Tran,Tal Hassner,Gozde Sahin,Gérard G. Medioni",
IJCV2019,,A Comprehensive Study on Center Loss for Deep Face Recognition.,,,,"Yandong Wen,Kaipeng Zhang,Zhifeng Li,Yu Qiao",
IJCV2019,,Large-Scale Bisample Learning on ID Versus Spot Face Recognition.,,,,"Xiangyu Zhu,Hao Liu,Zhen Lei,Hailin Shi,Fan Yang,Dong Yi,Guojun Qi,Stan Z. Li",
IJCV2019,,Learning Discriminative Aggregation Network for Video-Based Face Recognition and Person Re-identification.,,,,"Yongming Rao,Jiwen Lu,Jie Zhou",
IJCV2019,,Detecting and Mitigating Adversarial Perturbations for Robust Face Recognition.,,,,"Gaurav Goswami,Akshay Agarwal,Nalini K. Ratha,Richa Singh,Mayank Vatsa",
IJCV2019,,Wavelet Domain Generative Adversarial Network for Multi-scale Face Hallucination.,,,,"Huaibo Huang,Ran He,Zhenan Sun,Tieniu Tan",
IJCV2019,,Joint Face Hallucination and Deblurring via Structure Generation and Detail Enhancement.,,,,"Yibing Song,Jiawei Zhang,Lijun Gong,Shengfeng He,Linchao Bao,Jinshan Pan,Qingxiong Yang,Ming-Hsuan Yang",
IJCV2019,,Identity-Preserving Face Recovery from Stylized Portraits.,,,,"Fatemeh Shiri,Xin Yu,Fatih Porikli,Richard Hartley,Piotr Koniusz",
IJCV2019,,Blended Emotion in-the-Wild: Multi-label Facial Expression Recognition Using Crowdsourced Annotations and Deep Locality Feature Learning.,,,,"Li Shang,Weihong Deng",
IJCV2019,,"Deep Affect Prediction in-the-Wild: Aff-Wild Database and Challenge, Deep Architectures, and Beyond.",,,,"Dimitrios Kollias,Panagiotis Tzirakis,Mihalis A. Nicolaou,Athanasios Papaioannou,Guoying Zhao,Björn W. Schuller,Irene Kotsia,Stefanos Zafeiriou",
IJCV2019,,"Deep, Landmark-Free FAME: Face Alignment, Modeling, and Expression Estimation.",,,,"Feng-Ju Chang,Anh Tuan Tran,Tal Hassner,Iacopo Masi,Ram Nevatia,Gérard G. Medioni",
IJCV2019,,Learning from Longitudinal Face Demonstration - Where Tractable Deep Modeling Meets Inverse Reinforcement Learning.,,,,"Chi Nhan Duong,Kha Gia Quach,Khoa Luu,T. Hoang Ngan Le,Marios Savvides,Tien D. Bui",
IJCV2020,,Hallucinating Unaligned Face Images by Multiscale Transformative Discriminative Networks.,,,,"René Schuster,Oliver Wasenmüller,Christian Unger,Georg Kuschk,Didier Stricker",
IJCV2019,,A Spatiotemporal Convolutional Neural Network for Automatic Pain Intensity Estimation from Facial Dynamics.,,,,"Mohammad Tavakolian,Abdenour Hadid",
IJCV2019,,What Does 2D Geometric Information Really Tell Us About 3D Face Shape?,,,,"Anil Bas,William A. P. Smith",
conf,matched_queries,title,citation_count,code_url,pdf_url,authors,abstract
NMI2019,,Time to face decisions.,,,,,
NMI2019,,Deep convolutional neural networks in the face of caricature.,,,,"Matthew Q. Hill,Connor J. Parde,Carlos Domingo Castillo,Y. Ivette Colón,Rajeev Ranjan,Jun-Cheng Chen,Volker Blanz,Alice J. O'Toole",
conf,matched_queries,title,citation_count,code_url,pdf_url,authors,abstract
TPAMI2019,,Face Alignment in Full Pose Range: A 3D Total Solution.,,,,"Xiangyu Zhu,Xiaoming Liu,Zhen Lei,Stan Z. Li",
TPAMI2019,,"HyperFace: A Deep Multi-Task Learning Framework for Face Detection, Landmark Localization, Pose Estimation, and Gender Recognition.",,,,"Rajeev Ranjan,Vishal M. Patel,Rama Chellappa",
TPAMI2019,,Learning Pose-Aware Models for Pose-Invariant Face Recognition in the Wild.,,,,"Liwei Wang,Yin Li,Jing Huang,Svetlana Lazebnik",
TPAMI2020,,High-Fidelity Monocular Face Reconstruction Based on an Unsupervised Model-Based Face Autoencoder.,,,,"Ayush Tewari,Michael Zollhöfer,Florian Bernard,Pablo Garrido,Hyeongwoo Kim,Patrick Pérez,Christian Theobalt",
TPAMI2020,,Face-from-Depth for Head Pose Estimation on Depth Images.,,,,"Guido Borghi,Matteo Fabbri,Roberto Vezzani,Simone Calderara,Rita Cucchiara",
TPAMI2020,,Joint Face Alignment and 3D Face Reconstruction with Application to Face Recognition.,,,,"Feng Liu,Qijun Zhao,Xiaoming Liu,Dan Zeng",
TPAMI2020,,Learning Reasoning-Decision Networks for Robust Face Alignment.,,,,"Hao Liu,Jiwen Lu,Minghao Guo,Suping Wu,Jie Zhou",
TPAMI2020,,Automated Video Face Labelling for Films and TV Material.,,,,"Omkar M. Parkhi,Esa Rahtu,Qiong Cao,Andrew Zisserman",
TPAMI2020,,Adversarial Cross-Spectral Face Completion for NIR-VIS Face Recognition.,,,,"Ran He,Jie Cao,Lingxiao Song,Zhenan Sun,Tieniu Tan",
TPAMI2020,,Differential 3D Facial Recognition: Adding 3D to Your State-of-the-Art 2D Method.,,,,"J. Matías Di Martino,Fernando Suzacq,Mauricio Delbracio,Qiang Qiu,Guillermo Sapiro",
TPAMI2020,,A Novel Dynamic Model Capturing Spatial and Temporal Patterns for Facial Expression Analysis.,,,,"Shangfei Wang,Zhuangqiang Zheng,Shi Yin,Jiajia Yang,Qiang Ji",
TPAMI2020,,Robust RGB-D Face Recognition Using Attribute-Aware Loss.,,,,"Luo Jiang,Juyong Zhang,Bailin Deng",
TPAMI2020,,Sparse Coding of Shape Trajectories for Facial Expression and Action Recognition.,,,,"Amor Ben Tanfous,Hassen Drira,Boulbaba Ben Amor",
TPAMI2020,,Context Based Emotion Recognition Using EMOTIC Dataset.,,,,"Ronak Kosti,José M. Álvarez,Adrià Recasens,Àgata Lapedriza",
TPAMI2020,,Deep Imbalanced Learning for Face Recognition and Attribute Prediction.,,,,"Chen Huang,Yining Li,Chen Change Loy,Xiaoou Tang",
TPAMI2020,,Face Hallucination by Attentive Sequence Optimization with Reinforcement Learning.,,,,"Yukai Shi,Guanbin Li,Qingxing Cao,Keze Wang,Liang Lin",
TPAMI2020,,Semantic Face Hallucination: Super-Resolving Very Low-Resolution Face Images with Supplementary Attributes.,,,,"Xin Yu,Basura Fernando,Richard Hartley,Fatih Porikli",
conf,matched_queries,title,citation_count,code_url,pdf_url,authors,abstract
IF2019,,Fusion of EEG response and sentiment analysis of products review to predict customer satisfaction.,,,,"Sudhanshu Kumar,Mahendra Yadava,Partha Pratim Roy",
IF2019,,Multi-task emotion communication system with dynamic resource allocations.,,,,"Ping Zhou,M. Shamim Hossain,Xiaofen Zong,Ghulam Muhammad,Syed Umar Amin,Iztok Humar",
IF2019,,"Social context in sentiment analysis: Formal definition, overview of current trends and framework for comparison.",,,,"J. Fernando Sánchez-Rada,Carlos Angel Iglesias",
IF2019,,Human emotion recognition using deep belief network architecture.,,,,"Mohammad Mehedi Hassan,Md. Golam Rabiul Alam,Md. Zia Uddin,Md. Shamsul Huda,Ahmad Almogren,Giancarlo Fortino",
IF2019,,Affective video content analysis based on multimodal data fusion in heterogeneous networks.,,,,"Tiancheng Li,Hongqi Fan,Jesús García,Juan M. Corchado",
IF2019,,"Deep learning analysis of mobile physiological, environmental and location sensor data for emotion detection.",,,,"Eiman Kanjo,Eman M. G. Younis,Chee Siang Ang",
IF2019,,Emotion recognition using deep learning approach from audio-visual emotional big data.,,,,"M. Shamim Hossain,Ghulam Muhammad",
IF2019,,Emotion-relevant activity recognition based on smart cushion using multi-sensor fusion.,,,,"Raffaele Gravina,Qimeng Li",
IF2019,,Learning deep compact similarity metric for kinship verification from face images.,,,,"Xiuzhuang Zhou,Kai Jin,Min Xu,Guodong Guo",
IF2019,,QoE-Aware wireless video communications for emotion-aware intelligent systems: A multi-layered collaboration approach.,,,,"Xinlei Chen,Yulei Zhao,Yong Li",
IF2019,,Postpartum depression prediction through pregnancy data analysis for emotion-aware smart systems.,,,,"Mário W. L. Moreira,Joel J. P. C. Rodrigues,Neeraj Kumar,Kashif Saleem,Igor V. Illin",
IF2019,,Confidence factor weighted Gaussian function induced parallel fuzzy rank-level fusion for inference and its application to face recognition.,,,,"Jamuna Kanta Sing,Aniruddha Dey,Manas Ghosh",
IF2019,,Emotion-aware system design for the battlefield environment.,,,,"Kai Lin,Fuzhen Xia,Chensi Li,Di Wang,Iztok Humar",
IF2019,,Dynamic emotion modelling and anomaly detection in conversation based on emotional transition tensor.,,,,"Xiao Sun,Chen Zhang,Lian Li",
IF2019,,EARS: Emotion-aware recommender system based on hybrid information fusion.,,,,"Yongfeng Qian,Yin Zhang,Xiao Ma,Han Yu,Limei Peng",
IF2019,,Audio-visual emotion fusion (AVEF): A deep efficient weighted approach.,,,,"Yaxiong Ma,Yixue Hao,Min Chen,Jincai Chen,Ping Lu,Andrej Kosir",
IF2020,,Deep learning based emotion analysis of microblog texts.,,,,"Dongliang Xu,Zhihong Tian,Rufeng Lai,Xiangtao Kong,Zhiyuan Tan,Wei Shi",
IF2020,,Deepfakes and beyond: A Survey of face manipulation and fake detection.,,,,"Ruben Tolosana,Rubén Vera-Rodríguez,Julian Fiérrez,Aythami Morales,Javier Ortega-Garcia",
IF2020,,Feature distillation network for aspect-based sentiment analysis.,,,,"Kai Shuang,Qianqian Yang,Jonathan Loo,Rui Li,Mengyu Gu",
IF2020,,Emotion recognition using multi-modal data and machine learning techniques: A tutorial and review.,,,,"Jianhua Zhang,Zhong Yin,Peng Chen,Stefano Nichele",
IF2024,,Quantum Fuzzy Neural Network for multimodal sentiment and sarcasm detection.,,,,"Prayag Tiwari,Lailei Zhang,Zhiguo Qu,Ghulam Muhammad",
IF2024,,Hierarchical multimodal-fusion of physiological signals for emotion recognition with scenario adaption and contrastive alignment.,,,,"Jiehao Tang,Zhuang Ma,Kaiyu Gan,Jianhua Zhang,Zhong Yin",
IF2024,,Emotion recognition and artificial intelligence: A systematic review (2014-2023) and research recommendations.,,,,"Smith K. Khare,Victoria Blanes-Vidal,Esmaeil S. Nadimi,U. Rajendra Acharya",
IF2024,,Disentanglement Translation Network for multimodal sentiment analysis.,,,,"Ying Zeng,Wenjun Yan,Sijie Mai,Haifeng Hu",
conf,matched_queries,title,citation_count,code_url,pdf_url,authors,abstract
TIP2019,,"Learning Local Descriptors by Optimizing the Keypoint-Correspondence Criterion: Applications to Face Matching, Learning From Unlabeled Videos and 3D-Shape Retrieval.",,,,"Nenad Markus,Igor S. Pandzic,Jörgen Ahlberg",
TIP2019,,Reliable Crowdsourcing and Deep Locality-Preserving Learning for Unconstrained Facial Expression Recognition.,,,,"Shan Li,Weihong Deng",
TIP2019,,Graph-Regularized Locality-Constrained Joint Dictionary and Residual Learning for Face Sketch Synthesis.,,,,"Junjun Jiang,Yi Yu,Zheng Wang,Xianming Liu,Jiayi Ma",
TIP2019,,Dual-Transfer Face Sketch-Photo Synthesis.,,,,"Mingjin Zhang,Ruxin Wang,Xinbo Gao,Jie Li,Dacheng Tao",
TIP2019,,Dynamic Feature Matching for Partial Face Recognition.,,,,"Lingxiao He,Haiqing Li,Qi Zhang,Zhenan Sun",
TIP2020,,Deep Cascade Model-Based Face Recognition: When Deep-Layered Learning Meets Small Data.,,,,"Lei Zhang,Ji Liu,Bob Zhang,David Zhang,Ce Zhu",
TIP2019,,Facial Action Unit Recognition and Intensity Estimation Enhanced Through Label Dependencies.,,,,"Shangfei Wang,Longfei Hao,Qiang Ji",
TIP2020,,Deep Heterogeneous Hashing for Face Video Retrieval.,,,,"Shishi Qiao,Ruiping Wang,Shiguang Shan,Xilin Chen",
TIP2020,,Cascaded Face Sketch Synthesis Under Various Illuminations.,,,,"Mingjin Zhang,Yunsong Li,Nannan Wang,Yuan Chi,Xinbo Gao",
TIP2020,,Attended End-to-End Architecture for Age Estimation From Facial Expression Videos.,,,,"Wenjie Pei,Hamdi Dibeklioglu,Tadas Baltrusaitis,David M. J. Tax",
TIP2020,,Face Hallucination Using Cascaded Super-Resolution and Identity Priors.,,,,"Klemen Grm,Walter J. Scheirer,Vitomir Struc",
TIP2020,,RhythmNet: End-to-End Heart Rate Estimation From Face via Spatial-Temporal Representation.,,,,"Xuesong Niu,Shiguang Shan,Hu Han,Xilin Chen",
TIP2020,,Self-Enhanced Convolutional Network for Facial Video Hallucination.,,,,"Chaowei Fang,Guanbin Li,Xiaoguang Han,Yizhou Yu",
TIP2020,,Ensemble of Deep Convolutional Neural Networks With Gabor Face Representations for Face Recognition.,,,,"Jae Young Choi,Bumshik Lee",
TIP2020,,Region Attention Networks for Pose and Occlusion Robust Facial Expression Recognition.,,,,"Kai Wang,Xiaojiang Peng,Jianfei Yang,Debin Meng,Yu Qiao",
TIP2020,,Geometry Guided Pose-Invariant Facial Expression Recognition.,,,,"Feifei Zhang,Tianzhu Zhang,Qirong Mao,Changsheng Xu",
TIP2020,,Robust Facial Landmark Detection via Heatmap-Offset Regression.,,,,"Junfeng Zhang,Haifeng Hu,Shenming Feng",
TIP2020,,Deblurring Face Images Using Uncertainty Guided Multi-Stream Semantic Networks.,,,,"Rajeev Yasarla,Federico Perazzi,Vishal M. Patel",
TIP2020,,Semantic Neighborhood-Aware Deep Facial Expression Recognition.,,,,"Yongjian Fu,Xintian Wu,Xi Li,Zhijie Pan,Daxin Luo",
TIP2020,,"A Unified Deep Model for Joint Facial Expression Recognition, Face Synthesis, and Face Alignment.",,,,"Feifei Zhang,Tianzhu Zhang,Qirong Mao,Changsheng Xu",
TIP2020,,Efficient Low-Resolution Face Recognition via Bridge Distillation.,,,,"Shiming Ge,Shengwei Zhao,Chenyu Li,Yu Zhang,Jia Li",
TIP2020,,Multi-Modal Recurrent Attention Networks for Facial Expression Recognition.,,,,"Jiyoung Lee,Sunok Kim,Seungryong Kim,Kwanghoon Sohn",
TIP2020,,Learning Symmetry Consistent Deep CNNs for Face Completion.,,,,"Alhabib Abbas,Yiannis Andreopoulos",
TIP2020,,Facial Expression Recognition in Videos Using Dynamic Kernels.,,,,"Tianfei Zhou,Jianwu Li,Shunzhou Wang,Ran Tao,Jianbing Shen",
